No.,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他
1792,ローソン　六郷バイパス店,019-1231,仙北郡美郷町,南町高野16-1,,0187-87-8087,4.コンビニ・スーパー,
1793,ろくごうドライブイン,019-1404,仙北郡美郷町,六郷字赤城90,,0187-84-2277,2.飲食店（酒類提供あり）,
1794,モンベル秋田美郷店,019-1302,仙北郡美郷町,金沢字下館120-2,道の駅美郷内,0182-23-9250,21.その他,アウトドア用品
1795,Hostel&Bar CAMOSIBA,019-0525,横手市,十文字町曙町7-3,,0182-23-5336,2.飲食店（酒類提供あり）,
1796,ホームセンターハッピー横手店,013-0061,横手市,横手町五ノ口８６－１,,0182-33-7766,21.その他,ホームセンター
1797,セブンーイレブン　横手上真山店,013-0061,横手市,横手町字上真山168番,,0182-32-7110,4.コンビニ・スーパー,
1798,セブンーイレブン　横手三ノ口店,013-0061,横手市,横手町字三ノ口1-1,,0182-33-7770,4.コンビニ・スーパー,
1799,田園ハム直売所,013-0203,横手市,雄物川町東里字東里北８,,0182-22-4186,3.小売（お土産等）,
1800,南郷夢温泉　共林荘,019-1105,横手市,山内南郷字大払川139-1,,0182-53-2800,21.その他,宿泊施設
1801,道の駅　十文字,019-0529,横手市,十文字町字海道下21-4,,0182-23-9320,3.小売（お土産等）,
1802,お菓子のくらた　横手店,013-0063,横手市,婦気大堤字下久保45,グランマート横手店内,0182-32-2828,3.小売（お土産等）,
1803,お菓子のくらた　十文字店,019-0506,横手市,十文字町佐賀会字上沖田286,マックスバリュ十文字南店内,0182-42-0331,3.小売（お土産等）,
1804,お菓子のくらた　トラスト店,013-0212,横手市,雄物川町造山字社ノ前103,スーパーセンターTRUST内,0182-22-2205,3.小売（お土産等）,
1805,コジコジ・バル　横手店,013-0022,横手市,四日町6-8,,0182-36-2299,2.飲食店（酒類提供あり）,
1806,コジコジ　十文字本店,019-0522,横手市,十文字町西上45-3,,0182-23-5454,2.飲食店（酒類提供あり）,
1807,横手プラザホテル,013-0036,横手市,駅前町7-1,,0182-33-2111,21.その他,宿泊施設
1808,鳥九,013-0036,横手市,駅前町7-7,,0182-32-7777,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1809,グランマート十文字店,019-0505,横手市,十文字町仁井田字東45,,0182-42-5522,4.コンビニ・スーパー,
1810,グランマート横手店,013-0063,横手市,婦気大堤字下久保45,,0182-32-2700,4.コンビニ・スーパー,
1811,ステーキ＆洋風会席つがみ,013-0031,横手市,鍛治町8-21,佐野ビル1F,0182-33-5192,2.飲食店（酒類提供あり）,
1812,Dearパティズ横手店,013-0043,横手市,安田字向田147,イオン横手店内1F,0182-35-5211,21.その他,雑貨店
1813,おものがわ温泉　雄川荘,013-0205,横手市,雄物川町今宿字郷72-1,,0182-38-6530,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1814,横手温泉ホテルプラザ迎賓,013-0036,横手市,駅前町7-7,,0182-32-7777,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1815,横手駅前温泉ゆうゆうプラザ,013-0036,横手市,駅前町7-7,,0182-32-7777,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1816,ホテルプラザアネックス横手,013-0036,横手市,駅前町7-7,,0182-32-7777,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1817,池田薬局　さくらんぼ通り店,019-0529,横手市,十文字町海道下89-4,,0182-55-2155,21.その他,ドラッグストア
1818,薬王堂　横手雄物川店,013-0212,横手市,雄物川町造山字広田表15番地の1,,0182-23-5122,21.その他,薬局
1819,薬王堂　十文字梨木店,019-0509,横手市,十文字町梨木字村北73番地1,,0182-23-7191,21.その他,薬局
1820,薬王堂　横手大雄店,013-0342,横手市,大雄字精兵村６番１,,0182-52-3675,21.その他,薬局
1821,薬王堂　横手赤坂店,013-0064,横手市,赤坂字大道添38,,0182-36-7770,21.その他,薬局
1822,薬王堂　横手増田店,019-0701,横手市,増田町増田字月山西29-1,,0182-45-4600,21.その他,薬局
1823,薬王堂　横手平鹿店,013-0105,横手市,平鹿町浅舞字福田220-1,,0182-24-3999,21.その他,薬局
1824,薬王堂　秋田十文字店,019-0506,横手市,十文字町佐賀会字下沖田61-5,,0182-42-5071,21.その他,薬局
1825,薬王堂　横手店,013-0061,横手市,条里二丁目4番12号,,0182-36-0020,21.その他,薬局
1826,アックスフーズマート横手駅前店,013-0036,横手市,駅前町1-26,,0182-38-8010,4.コンビニ・スーパー,
1827,イエローハット横手店,013-0062,横手市,駅南2-3-51,,0182-35-7077,21.その他,自動車用品小売業
1828,カルビ屋大福　横手店,013-0063,横手市,婦気大堤中田字73,,0182-36-8929,2.飲食店（酒類提供あり）,
1829,ニッポンレンタカー 横手駅西口営業所,013-0049,横手市,西2-１－２０,,0182-36-0919,12.レンタカー,
1830,駅レンタカー  横手営業所,013-0042,横手市,前郷字上三枚橋12-1-3,,0182-23-7833,12.レンタカー,
1831,日の丸醸造株式会社,019-0701,横手市,増田町増田字七日町114-2,,0182-45-2005,3.小売（お土産等）,
1832,ふれあいセンターかまくら館売店,013-0023,横手市,中央町8-12,,0182-33-7111,3.小売（お土産等）,
1833,そば正五郎,019-0529,横手市,十文字町海道下21-4,,090-6682-2244,2.飲食店（酒類提供あり）,
1834,村さ来十文字店,019-0509,横手市,十文字町梨木羽場14-26,,0182-42-0099,2.飲食店（酒類提供あり）,
1835,こうさか,013-0038,横手市,前郷一番町13-38,,0182-32-6357,3.小売（お土産等）,
1836,ツルハドラッグ　横手西店,013-0061,横手市,横手町字三ノ口4-1,,0182-35-4268,21.その他,薬局
1837,ツルハドラッグ　雄物川店,013-0208,横手市,雄物川町沼館字沼館456-1,,0182-56-2268,21.その他,薬局
1838,ツルハドラッグ　横手大森店,013-0514,横手市,大森町大中島355,,0182-26-8268,21.その他,薬局
1839,ツルハドラッグ　横手平和町,013-0035,横手市,平和町15-31,,0182-35-2268,21.その他,薬局
1840,ツルハドラッグ　横手寿町,013-0025,横手市,寿町1-35,,0182-35-6268,21.その他,薬局
1841,ツルハドラッグ　十文字店,019-0506,横手市,十文字町佐賀会上沖田277,,0182-47-7003,21.その他,薬局
1842,ツルハドラッグ　フレスポ横手店,013-0043,横手市,安田字向田,,0182-35-6632,21.その他,薬局
1843,スパ＆フィットネスクラブ　クオード,013-0043,横手市,安田字堰端52-1,,0182-35-1029,15.フィットネス（スポーツジム等）,
1844,リフレッシュ・スパ　クォード,013-0043,横手市,安田字堰端52-1,,0182-35-1126,21.その他,公衆浴場
1845,ぐぅぐぅ亭,013-0043,横手市,安田字堰端52-1,,0182-35-0141,2.飲食店（酒類提供あり）,
1846,三国商事　横手インター給油所,013-0062,横手市,駅南2-90,,0182-33-0311,21.その他,石油製品販売小売業
1847,よねや浅舞店,013-0105,横手市,平鹿町浅舞字浅舞47,,0182-24-1460,4.コンビニ・スーパー,
1848,よねや双葉店,013-0005,横手市,幸町3-1,,0182-33-3192,4.コンビニ・スーパー,
1849,よねやハッピーモール店,013-0060,横手市,五ノ口36-1,,0182-35-2200,4.コンビニ・スーパー,
1850,よねや南店,013-0035,横手市,平和町7-1,,0182-33-6422,4.コンビニ・スーパー,
1851,コメダ珈琲横手ハッピータウン店,013-0060,横手市,条里3-2-74,,0182-23-7850,1.飲食店（酒類提供なし）,
1852,セブンイレブン横手平和町店,013-0035,横手市,平和町9-3,,0182-36-9270,4.コンビニ・スーパー,
1853,トヨタレンタカー横手店,013-0027,横手市,平城町6-32,,0182-32-4100,12.レンタカー,
1854,やまや横手店,013-0068,横手市,梅の木町7-24,,0182-36-2500,21.その他,酒店
1855,食い道楽駅前支店,013-0036,横手市,駅前7-2,,0182-331906,2.飲食店（酒類提供あり）,
1856,食い道楽本店,013-0038,横手市,前郷一番町7-13,,0182-33-2925,2.飲食店（酒類提供あり）,
1857,スーパーセンタートラスト雄物川店,013-0212,横手市,雄物川町造山字杜の前103,,0182-56-2340,4.コンビニ・スーパー,
1858,かまくら割烹,013-0049,横手市,駅西2-2-35,,0182-23-6718,2.飲食店（酒類提供あり）,
1859,サンドラッグ横手店,013-0063,横手市,婦気大堤字下久保15,,0182-35-4300,21.その他,薬局
1860,旅籠屋いろり,019-0701,横手市,増田町増田字本町78,,0182-45-5600,21.その他,宿泊施設
1861,魚民横手駅前店,013-0036,横手市,駅前町6-47,和泉ビル1階,0182-36-7488,2.飲食店（酒類提供あり）,
1862,オリックスレンタカー横手店,013-0060,横手市,条里2-5-4,,0182-35-5050,12.レンタカー,
1863,佐藤養助　漆蔵資料館,019-0701,横手市,増田町増田字本町５番地,,0182-45-5430,2.飲食店（酒類提供あり）,
1864,横手セントラルホテル,013-0035,横手市,平和町９番１０号,,0182-33-1551,21.その他,宿泊施設
1865,バースデイ　横手店,013-0060,横手市,条里3-2-8,,0182-35-5220,21.その他,
1866,アベイル　横手店,013-0063,横手市,婦気大堤字下久保5,,0182-35-4126,21.その他,
1867,しまむら　横手店,013-0061,横手市,横手町字五ノ口35-1,,0182-35-2062,21.その他,
1868,しまむら　十文字店,019-0505,横手市,十文字町仁井田字海道東7-1,,0182-55-2015,21.その他,
1869,ローソン横手平鹿町下鍋倉店,013-0103,横手市,平鹿町下鍋倉字下掵135-1,,0182-24-1432,4.コンビニ・スーパー,
1870,ＬＣＭＥＮ庵,019-0521,横手市,十文字町西下32-16,,0183-55-8930,2.飲食店（酒類提供あり）,
1871,和風レストランまるまつ横手中央店,013-0061,横手市,横手町五の口33-1,,0182-33-0688,2.飲食店（酒類提供あり）,
1872,和風レストランまるまつ横手十文字店,019-0505,横手市,十文字町仁井田字東15-1,,0182-42-3011,2.飲食店（酒類提供あり）,
1873,ホテルルートイン横手インター,013-0063,横手市,婦気大堤字田久保117,,0182-35-8311,21.その他,宿泊施設
1874,肉山秋田,013-0063,横手市,婦気大提字田久保下204-1,,0182-35-5539,2.飲食店（酒類提供あり）,
1875,欧風創作料理　Bar.PaSaPorte,013-0063,横手市,婦気大提字田久保下204-1,,0182-35-5539,2.飲食店（酒類提供あり）,
1876,吉野家１３号線横手店,013-0042,横手市,駅西2丁目8-23,,0182-35-5352,2.飲食店（酒類提供あり）,
1877,ローソン横手山内店,019-1108,横手市,山内土渕字君ヶ原14-1,,0182-53-2990,4.コンビニ・スーパー,
1878,有限会社末広自動車,013-0021,横手市,大町5-10,,0182-32-0305,7.ハイヤー・タクシー,
1879,ケーズデンキ　横手店,013-0063,横手市,婦気大堤字婦気前261-1,,0182-33-2221,21.その他,家電量販店
1880,ネクサス横手店,013-0043,横手市,安田字堰添34-1,,0182-36-2553,21.その他,スポーツ用品
1881,優勝軒　横手店,013-0042,横手市,前郷上三枚橋25,横手市民市場内,0182-23-6339,2.飲食店（酒類提供あり）,
1882,ユニクロ フレスポ横手店,013-0043,横手市,横手市安田字向田185,,0182-35-6301,21.その他,アパレル
1883,旅館平利,013-0021,横手市,大町6-22,,0182-32-1175,2.飲食店（酒類提供あり）,
1884,よこてタクシー株式会社,013-0064,横手市,赤坂字仁坂104番地36,,0182-36-8580,7.ハイヤー・タクシー,
1885,メガネの平川　アウトレット横手店,013-0063,横手市,婦気大堤中田4-1,イオンスーパーセンター横手南店内,0182-23-6050,21.その他,眼鏡店
1886,メガネの平川　Cookie横手店,013-0063,横手市,婦気大堤中田4-1,イオンスーパーセンター横手南店内,0182-23-6050,21.その他,眼鏡店
1887,ヤマダデンキ テックランドＮｅｗ横手店,013-0043,横手市,安田字向田203番地3,,0182-35-6800,21.その他,家電
1888,牛角　横手店,013-0043,横手市,安田字向田174-1,,0182-35-2929,2.飲食店（酒類提供あり）,
1889,NewDays 横手店,130-0036,横手市,駅前町5-1,,0182-35-5088,4.コンビニ・スーパー,
1890,羽後交通横手営業所,013-0046,横手市,神明町14-15,,0182-32-2265,6.バス,
1891,ファミリーマート横手二番町店,013-0037,横手市,前郷二番町7-24,,0182-35-4161,4.コンビニ・スーパー,
1892,林泉堂ラッキー店,019-0505,横手市,十文字町仁井田東22-１,,0182-42-4344,1.飲食店（酒類提供なし）,
1893,ローソン横手柳田店,013-0054,横手市,柳田字石田61,,0182-35-5688,4.コンビニ・スーパー,
1894,ローソン横手駅前町店,013-0036,横手市,駅前町9-5,,0182-23-7555,4.コンビニ・スーパー,
1895,TSUTAYA横手店,013-0043,横手市,安田字向田179-1,,0182-36-4646,21.その他,レンタルCD・DVD
1896,スーパーモールラッキー,019-0505,横手市,十文字町仁井田字東22-1,,0182-42-3996,4.コンビニ・スーパー,
1897,マルシメ七日町店,019-0701,横手市,増田町増田七日町136,,0182-45-3224,4.コンビニ・スーパー,
1898,サーティワン アイスクリームイオンスーパーセンター横手南店,013-0063,横手市,婦気大堤字中田4-1,イオンスーパーセンター横手南店１Ｆ,0182-36-8531,3.小売（お土産等）,
1899,ローソン　横手二葉町店,013-0019,横手市,二葉町9-63,,0182-23-7031,4.コンビニ・スーパー,
1900,ローソン　横手赤坂館ノ下店,013-0064,横手市,赤坂字館ノ下148,,0182-36-5045,4.コンビニ・スーパー,
1901,ローソン　大森町店,013-0503,横手市,大森町十日町字西女郎出1,,0182-26-2912,4.コンビニ・スーパー,
1902,イオンスーパーセンター横手南店,013-0063,横手市,大字婦気大堤字中田4-1,,0182-35-2340,4.コンビニ・スーパー,
1903,米沢亭,013-0060,横手市,条里3丁目2-2,,0182-35-5529,2.飲食店（酒類提供あり）,
1904,ローソン横手仁坂店,013-0064,横手市,赤坂字仁坂108-6,,0182-36-0477,4.コンビニ・スーパー,
1905,ローソン　十文字インター店,019-0509,横手市,横手市十文字町梨木羽場字羽場下66-1,,0182-42-0999,4.コンビニ・スーパー,
1906,モスバーガー秋田横手インター店,013-0063,横手市,婦気大堤字中田７５－１,,0182-35-2233,1.飲食店（酒類提供なし）,
1907,ふるけん,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8811,3.小売（お土産等）,
1908,るり工房,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-32-9579,3.小売（お土産等）,
1909,さくら庵,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,3.小売（お土産等）,
1910,地蔵屋,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-36-5155,3.小売（お土産等）,
1911,ふるさと家,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-6919,3.小売（お土産等）,
1912,工房櫻皮,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8846,3.小売（お土産等）,
1913,栗駒フーズ　秋田ふるさと村店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8827,2.飲食店（酒類提供あり）,
1914,遊工房　楽画喜や,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-36-1909,3.小売（お土産等）,
1915,秋田ふるさと村,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,3.小売（お土産等）,
1916,秋田ふるさと村　手づくりスタジオ,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,14.体験型アクティビティ,
1917,みやげ屋おばこ,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8823,3.小売（お土産等）,
1918,丸仁工芸　躑躅の森,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8848,3.小売（お土産等）,
1919,銀線細工　すとう,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8845,3.小売（お土産等）,
1920,佐藤養助　横手店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8833,2.飲食店（酒類提供あり）,
1921,出端屋　秋田ふるさと村店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,2.飲食店（酒類提供あり）,
