847,トヨタレンタカー能代店,016-0852,能代市,出?本町15-9,,0185-52-0100,12.レンタカー,
848,トヨタレンタカー秋田空港店,010-1211,秋田市,雄和椿川字山籠40-1,,018-886-4100,12.レンタカー,
849,トヨタレンタカー横手店,013-0027,横手市,平城町6-32,,0182-32-4100,12.レンタカー,
850,トヨタレンタカー臨海店,010-0941,秋田市,川尻町字大川反170-77,,018-863-0100,12.レンタカー,
851,トヨタレンタカー大館店,017-0044,大館市,御成町3丁目5-12,,0186-43-0100,12.レンタカー,
852,トヨタレンタカー秋田駅前店,010-0001,秋田市,中通4丁目6-5,,018-833-0100,12.レンタカー,
853,本荘グランドホテル,015-0834,由利本荘市,岩渕下254,,0184-23-4511,21.その他,宿泊施設
854,ふるさわおんせん,017-0032,大館市,字新網27,,0186-48-4295,21.その他,宿泊施設
855,池田珍味店あじはなび,014-0016,大仙市,大曲栄町4-22,,0187-62-1331,3.小売(お土産等),
856,秋田牛玄亭山王別館,010-0951,秋田市,山王3-1-33,,018-893-6329,2.飲食店(酒類提供あり),
857,やまや能代店,016-0186,能代市,下野3-2,フレスポ能代内,0185-88-8171,21.その他,酒店
858,やまや土崎店,011-0941,秋田市,土崎港7-2-25,,018-838-7408,21.その他,酒店
859,やまや由利本荘店,015-0852,由利本荘市,一番堰191-1,,0184-74-3796,21.その他,酒店
860,やまや湯沢店,012-0032,湯沢市,元清水4-3-43,,0183-55-8680,21.その他,酒店
861,やまや大曲店,014-0032,大仙市,東川字佐?9-1,,0187-73-5766,21.その他,酒店
862,やまや山王店,010-0951,秋田市,山王3丁目4-4,,018-896-5123,21.その他,酒店
863,やまや広面店,010-0041,秋田市,広面字蓮沼12-1,,018-831-1233,21.その他,酒店
864,やまや横手店,013-0068,横手市,梅の木町7-24,,0182-36-2500,21.その他,酒店
865,やまや大館樹海ライン店,017-0041,大館市,字大田面373-1,,0186-59-6110,21.その他,酒店
866,やまや大館店,017-0864,大館市,根下?新町18-84,イオンタウン大館?内,0186-49-7676,21.その他,酒店
867,湖畔の宿?宿和み,018-5511,鹿角郡小坂町,十和田湖字休平37,,0176-75-2418,21.その他,宿泊施設
868,アキタパークホテル,010-0915,秋田市,山王四丁目5-10,,018-862-1515,21.その他,宿泊施設
869,エコーあに,018-4613,北秋田市,阿仁銀山字下新町119-4,,0186-82-2022,3.小売(お土産等),
870,食い道楽駅前支店,013-0036,横手市,駅前7-2,,0182-331906,2.飲食店(酒類提供あり),
871,食い道楽本店,013-0038,横手市,前郷一番町7-13,,0182-33-2925,2.飲食店(酒類提供あり),
872,スーパーセンタートラスト雄物川店,013-0212,横手市,雄物川町造山字杜の前103,,0182-56-2340,4.コンビニ・スーパー,
873,家具のニッシキ湯沢店,012-0036,湯沢市,字両神93,,0183-72-7800,21.その他,家具インテリアショップ
874,深堀商店,010-0001,秋田市,中通4-7-35,,018-833-7076,3.小売(お土産等),
875,十和田ホテル,018-5511,鹿角郡小坂町,十和田湖字鉛山無番地,,0176-75-1122,21.その他,宿泊施設
876,市場の酒屋,010-0001,秋田市,中通4-7-35,秋田市?市場内,018-893-3917,3.小売(お土産等),
877,かまくら割烹,013-0049,横手市,駅?2-2-35,,0182-23-6718,2.飲食店(酒類提供あり),
878,株式会社日本旅行東北秋田支店,010-0951,秋田市,山王2-1-54,三交ビル3階,018-866-0111,21.その他,旅行業
879,大?石油販売株式会社北秋田給油所,018-3301,北秋田市,綴子字大道堤81,,0186-67-6117,21.その他,
880,大?石油販売株式会社鷹巣給油所,018-3321,北秋田市,松葉町8-1,,0186-62-0333,21.その他,石油
881,大?石油販売株式会社山王給油所,010-0951,秋田市,山王1-2-26,,018-862-6004,21.その他,石油
882,大?石油販売株式会社土崎給油所,011-0946,秋田市,土崎港中央3-5-21,,018-845-0800,21.その他,石油販売業
883,大?石油販売株式会社?の町給油所,010-0021,秋田市,楢山登町1-28,,018-833-2553,21.その他,石油
884,大?石油販売株式会社将軍野給油所,011-0936,秋田市,将軍野南4-9-13,,018-845-0779,21.その他,
885,大?石油販売株式会社本店,011-0945,秋田市,土崎港?3-7-29,,018-845-0181,21.その他,石油販売業
886,さかい屋,014-0368,仙北市,角館町中菅沢92-81,,0187-54-2367,1.飲食店(酒類提供なし),
887,サンドラッグ能代南店,016-0862,能代市,寿域?根52-3,,0185-89-7830,21.その他,薬局
888,サンドラッグ土崎自衛隊通店,011-0941,秋田市,土崎港北2-17-64,,018-880-0515,21.その他,薬局
889,サンドラッグ大館東台店,017-0803,大館市,東台2-1-5,,0186-44-6200,21.その他,薬局
890,サンドラッグ新国道店,010-0967,秋田市,高陽幸町14-29,,018-883-3770,21.その他,薬局
891,サンドラッグ鷹巣店,018-3322,北秋田市,栄字前網72,,0186-60-0061,21.その他,薬局
892,サンドラッグ横手店,013-0063,横手市,婦気大堤字下久保15,,0182-35-4300,21.その他,薬局
893,ローソン秋田仁井田緑町店,010-1437,秋田市,仁井田緑町1-7,,018-836-2100,4.コンビニ・スーパー,
894,わいわい酒蔵 土間人,014-0317,仙北市,角館町下中町30,,0187-52-1703,2.飲食店(酒類提供あり),
895,陽気な母さんの店,018-5603,大館市,曲田字家ノ後97-1,,0186-52-3800,21.その他,産地直売所
896,プラザホテル山麓荘,014-1201,仙北市,田沢湖生保内字駒ヶ岳2-32,,0187-46-2131,21.その他,宿泊施設
897,旅籠屋いろり,019-0701,横手市,増田町増田字本町78,,0182-45-5600,21.その他,宿泊施設
898,テンカウント 道の駅おおがた潟の店,010-0445,南秋田郡大潟村,?5-2,,080-1647-8537,4.コンビニ・スーパー,
899,テンカウント 道の駅秋田港ポートタワーセリオン,011-0945,秋田市,土崎港?1-9-1,,080-6147-8537,3.小売(お土産等),
900,仙岩峠の茶屋大曲店,014-0048,大仙市,大曲上大町5-7,,0187-73-5087,2.飲食店(酒類提供あり),
901,仙岩峠の茶屋,014-1201,仙北市,田沢湖生保内字近藤沢13-1,,0187-43-1803,2.飲食店(酒類提供あり),
902,肉のわかば 広面店,010-0041,秋田市,広面字小沼古川端446,,018-833-5036,3.小売(お土産等),
903,洋菓子&喫茶プチフレーズ,014-0371,仙北市,角館町大風呂2,,0187-54-1997,3.小売(お土産等),
904,秋田の食堂 やまと,010-0981,秋田市,大町2丁目4-29,,018-824-0550,2.飲食店(酒類提供あり),
905,八幡平後生掛温泉,018-5141,鹿角市,八幡平字熊沢国有林内,,0186-31-2221,21.その他,宿泊施設
906,横濱魚萬秋田?口駅前店,010-0874,秋田市,千秋久保田町3-36,12.モンテローザ秋田駅前ビル1階,018-836-1288,2.飲食店(酒類提供あり),
907,めでた家秋田?口駅前店,010-0001,秋田市,中通4-13-2,アジマックス秋田駅前ビル1階,018-836-5888,2.飲食店(酒類提供あり),
908,千年の宴秋田東口駅前店,010-0002,秋田市,東通仲町3-32,武基ビル1階2階,018-834-7688,2.飲食店(酒類提供あり),
909,白木屋羽後本荘店,015-0074,由利本荘市,桜小路58番地,キシマビル1階,0184-22-5688,2.飲食店(酒類提供あり),
910,白木屋秋田?口駅前店,010-0874,秋田市,千秋久保田町3-36,12.モンテローザ秋田ビル2階,018-836-1688,2.飲食店(酒類提供あり),
911,白木屋大曲?口駅前店,014-0027,大仙市,大曲通町3-16,藤しゅんビル1階,0187-62-8788,2.飲食店(酒類提供あり),
912,笑笑秋田?口駅前店,010-0001,秋田市,中通4-13-2,アジマックス秋田駅前ビル1階2階,018-834-8188,2.飲食店(酒類提供あり),
913,魚?大館有浦店,017-0043,大館市,有浦2-37-2,,0186-42-2588,2.飲食店(酒類提供あり),
914,魚?能代店,016-0872,能代市,字芝童森5-19,1階,0185-52-4788,2.飲食店(酒類提供あり),
915,魚?角館店,014-0366,仙北市,角館町下菅沢219-1,1階,0187-54-2488,2.飲食店(酒類提供あり),
916,魚?湯沢駅前店,012-0827,湯沢市,表町1-1-26,Y・Mビル1階,0183-72-2388,2.飲食店(酒類提供あり),
917,魚?大仙店,014-0032,大仙市,東川字堤下86-1,1階,0187-62-7488,2.飲食店(酒類提供あり),
918,魚?秋田?口駅前店,010-0001,秋田市,中通4-13-2,アジマックス秋田駅前ビル3階,018-834-6888,2.飲食店(酒類提供あり),
919,魚?横手駅前店,013-0036,横手市,駅前町6-47,和泉ビル1階,0182-36-7488,2.飲食店(酒類提供あり),
920,ローソン秋田泉南一丁目店,010-0918,秋田市,泉南1-1-1,,018-883-0077,4.コンビニ・スーパー,
921,ローソン秋田泉中央三丁目店,010-0917,秋田市,泉中央3-2-10,,018-867-0999,4.コンビニ・スーパー,
922,ローソン秋田泉登木店,010-0816,秋田市,泉登木233-1,,018-866-6907,4.コンビニ・スーパー,
923,ローソン大舘?倉店,017-0895,大館市,?倉112,,0186-49-7559,4.コンビニ・スーパー,
924,ローソン井川さくら駅前店,018-1516,南秋田郡井川町,浜井字新堰22-4,,018-874-3660,4.コンビニ・スーパー,
925,米菓匠鼎庵トピコ店,010-0001,秋田市,中通7-1-2,秋田駅トピコ2階,018-838-1801,3.小売(お土産等),
926,鼎庵本店,010-0201,潟上市,天王字上江川47?1203,,018-853-6766,3.小売(お土産等),
927,バッグコレクションモリタ 公営駐車場店,010-0001,秋田市,中通2-6-2,,018-835-0227,21.その他,ファッション
928,レーヴル 大曲店,014-0033,大仙市,和合字坪立177 イオンモール大曲1F,,0187-73-5135,21.その他,ファッション
929,レーヴル 御所野店,010-1413,秋田市,御所野地蔵田1-1 イオンモール秋田1F,,018-889-8116,21.その他,ファッション
930,バッグコレクションモリタ イオン秋田中央店,010-0029,秋田市,楢山川口境5-11 イオン秋田中央店2F,,018-836-1345,21.その他,ファッション
931,バッグコレクションモリタ 大館いとく店,017-0044,大館市,御成町3-7-58 いとく大館SC 2F,,0186-42-3611,21.その他,ファッション
932,ランドマークストーリー 秋田店,010-1413,秋田市,御所野地蔵田1-1 イオンモール秋田2F,,018-889-8117,21.その他,ファッション
933,サコーシュ 御所野店,010-1413,秋田市,御所野地蔵田1-1 イオンモール秋田2F,,018-874-8634,21.その他,ファッション
934,バッグコレクションモリタ フォンテAKITA店,010-0001,秋田市,秋田市中通2-8-1 フォンテAKITA 1F,,018-825-5080,21.その他,ファッション
935,バッグコレクションモリタ イオン能代店,016-0825,能代市,柳町11-1 イオン能代店2F,,0185-52-0255,21.その他,ファッション
936,BAGGY PORT,010-1413,秋田市,御所野地蔵田1-1 イオンモール秋田2F,,018-839-8543,21.その他,ファッション
937,バッグコレクションモリタ イオン土崎港店,011-0943,秋田市,土崎港南2-3-41 イオン土崎港店2F,,018-846-6880,21.その他,ファッション
938,オリックスレンタカー横手店,013-0060,横手市,条里2-5-4,,0182-35-5050,12.レンタカー,
939,佐藤養助 角館店,014-0325,仙北市,角館町東勝楽丁22-2,,0187-52-1720,3.小売(お土産等),
940,佐藤養助 トピコ店,010-0001,秋田市,中通7-1-2,,018-853-8218,2.飲食店(酒類提供あり),
941,佐藤養助 漆蔵資料館,019-0701,横手市,増田町増田字本町5番地,,0182-45-5430,2.飲食店(酒類提供あり),
942,佐藤養助 創作懐石養心館,012-0815,湯沢市,古館町3-7,,0183-72-4177,2.飲食店(酒類提供あり),
943,佐藤養助 湯沢店,012-0841,湯沢市,大町1-2-26,,0183-72-5720,2.飲食店(酒類提供あり),
944,佐藤養助 天ぷら正心庵,012-0107,湯沢市,稲庭町字稲庭81,,0183-55-8885,2.飲食店(酒類提供あり),
945,佐藤養助 別館養心庵,012-0107,湯沢市,稲庭町字稲庭20,,0183-43-2933,2.飲食店(酒類提供あり),
946,佐藤養助 総本店,012-0107,湯沢市,稲庭町字稲庭80,,0183-43-2911,2.飲食店(酒類提供あり),
947,丸伊商店 本店スーパー,018-4513,北秋田市,小又字下川原110番地,,0186-75-2341,4.コンビニ・スーパー,
948,丸伊商店 フレンドリー広面給油所,010-0003,秋田市,東通2-14-5,,018-832-7337,21.その他,ガソリンスタンド
949,丸伊商店 明田給油所,010-0003,秋田市,東通1-2-1,,018-835-9565,21.その他,ガソリンスタンド
950,丸伊商店 フレンドリー仁井田給油所,010-1431,秋田市,仁井田二ツ屋1丁目9-10,,018-832-7117,21.その他,ガソリンスタンド
951,丸伊商店 グリーントピア阿仁前田給油所,018-4515,北秋田市,阿仁前田下山根195-1,,0186-75-2344,21.その他,ガソリンスタンド
952,丸伊商店 阿仁合スーパー,018-4613,北秋田市,阿仁銀山下新町132,,0186-82-3233,4.コンビニ・スーパー,
953,角館こだわり蔵,014-0323,仙北市,角館町横町42-1,,0187-52-1246,3.小売(お土産等),
954,酉や喜兵衛 秋田山王店,010-0975,秋田市,八橋本町3丁目1-3 1F,,018-862-3445,2.飲食店(酒類提供あり),
955,あっぱれ寿司 秋田大町店,010-0921,秋田市,大町5丁目4-16,アジマックス大町ビル,018-824-5555,2.飲食店(酒類提供あり),
956,酉二九,010-0921,秋田市,大町5-4-10,アジマックス大町ビル1F,018-896-0290,2.飲食店(酒類提供あり),
957,赤から 大町店,010-0921,秋田市,大町5-4-10,アジマックス大町ビル1F,018-896-6318,2.飲食店(酒類提供あり),
958,赤から 駅東店,010-0921,秋田市,手形字?谷地155,,018-837-1146,2.飲食店(酒類提供あり),
959,栄太楼 幸町店,010-0967,秋田市,高陽幸町9-11,,018-863-6133,3.小売(お土産等),
960,栄太楼 秋田駅トピコ店,010-0001,秋田市,中通七丁目1-2,,018-889-3581,3.小売(お土産等),
Unnamed: 0,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他
961,とんかつ かつ吉 外旭川店,010-0804,秋田市,外旭川八幡田1丁目1-36,,018-868-6565,2.飲食店(酒類提供あり),
962,とんかつ かつ吉 山王店,010-0951,秋田市,山王1丁目3-16,,018-866-6544,2.飲食店(酒類提供あり),
963,菓子工房 ぜんげつ堂,010-0922,秋田市,旭北栄町6-23,,018-862-5959,3.小売(お土産等),
964,リゾートしらかみ「ぶな」編成「ORAHO」カウンター,010-0001,秋田市,中通七丁目1-1,,018-834-4157,3.小売(お土産等),
965,秋田市生鮮市場保?野店,010-0904,秋田市,保?野原の町15-1,,018-896-7055,4.コンビニ・スーパー,
966,おみやげ処こまち苑,010-0001,秋田市,中通七丁目1-2,,018-853-1524,3.小売(お土産等),
967,東北めぐりいろといろ トピコ店,010-0001,秋田市,中通七丁目1-2,,018-889-3557,3.小売(お土産等),
968,農産物直売所「菜菜こまち」,019-0205,湯沢市,小野字橋本90番地,,0183-52-5500,2.飲食店(酒類提供あり),
969,道の駅おがち物産館,019-0205,湯沢市,小野字橋本90番地,,0183-52-5500,2.飲食店(酒類提供あり),
970,レストラン二ツ森,019-0205,湯沢市,小野字橋本90番地,,0183-52-5500,2.飲食店(酒類提供あり),
971,羽州,010-0001,秋田市,中通7-1-2,トピコ2F,018-833-1515,3.小売(お土産等),
972,薬王堂 にかほ平沢店,018-0402,にかほ市,平沢字館ヶ森1番地8,,0184-74-6732,21.その他,薬局
973,薬王堂 由利本荘薬師堂店,015-0041,由利本荘市,薬師堂字谷地45番地,,0184-74-6291,21.その他,薬局
974,協和温泉四季の湯,019-2401,大仙市,協和船岡字庄内214,,018-893-2615,13.観光施設(遊園地、動物園、温泉施設、観光農園等),
975,駒ケ岳グランドホテル,014-1201,仙北市,田沢湖生保内駒ケ岳2-30,,0187-46-2211,21.その他,宿泊施設
976,金浦温泉食堂 学校の栖食事処 竹林,018-0311,にかほ市,前川菱潟1,,0184-38-3883,2.飲食店(酒類提供あり),
977,あきたくらす,010-8530,秋田市,中通7-1-2,トピコ2F,018-827-6362,3.小売(お土産等),
978,オリックスレンタカー大館店,017-0043,大館市,有浦三丁目1-13,,0186-44-4388,12.レンタカー,
979,唐土庵 駅前店,014-0369,仙北市,角館町上菅沢402-3,,0187-54-1158,3.小売(お土産等),
980,唐土庵工場店,014-0347,仙北市,角館町小勝田小勝田下村21,,0187-54-3226,3.小売(お土産等),
981,白帆,011-0946,秋田市,土崎港中央1-14-11,,018-847-0189,2.飲食店(酒類提供あり),
982,ローソン 能代浅内店,016-0179,能代市,浅内字鵜川堺13-1,,0185-89-1213,4.コンビニ・スーパー,
